,Ticker,Date,Metric,Value
6746,DELL,2024-01-31,Gross Profit,20869000000.0
6747,DELL,2024-01-31,Cost Of Revenue,67556000000.0
6748,DELL,2024-01-31,Total Revenue,88425000000.0
6749,DELL,2024-01-31,Operating Revenue,88425000000.0
7012,DFS,2023-12-31,Tax Effect Of Unusual Items,-3927000.0
7013,DFS,2023-12-31,Tax Rate For Calcs,0.231
7014,DFS,2023-12-31,Total Unusual Items,-17000000.0
7015,DFS,2023-12-31,Total Unusual Items Excluding Goodwill,-17000000.0
7016,DFS,2023-12-31,Net Income From Continuing Operation Net Minority Interest,2940000000.0
7017,DFS,2023-12-31,Reconciled Depreciation,458000000.0
7018,DFS,2023-12-31,Net Interest Income,13099000000.0
7019,DFS,2023-12-31,Interest Expense,4746000000.0
7020,DFS,2023-12-31,Interest Income,17845000000.0
7021,DFS,2023-12-31,Normalized Income,2953073000.0
7022,DFS,2023-12-31,Net Income From Continuing And Discontinued Operation,2940000000.0
7023,DFS,2023-12-31,Diluted Average Shares,254000000.0
7024,DFS,2023-12-31,Basic Average Shares,254000000.0
7025,DFS,2023-12-31,Diluted EPS,11.26
7026,DFS,2023-12-31,Basic EPS,11.27
7027,DFS,2023-12-31,Diluted NI Availto Com Stockholders,2859000000.0
7028,DFS,2023-12-31,Net Income Common Stockholders,2859000000.0
7029,DFS,2023-12-31,Otherunder Preferred Stock Dividend,19000000.0
7030,DFS,2023-12-31,Preferred Stock Dividends,62000000.0
7031,DFS,2023-12-31,Net Income,2940000000.0
7032,DFS,2023-12-31,Net Income Including Noncontrolling Interests,2940000000.0
7033,DFS,2023-12-31,Net Income Continuous Operations,2940000000.0
7034,DFS,2023-12-31,Tax Provision,886000000.0
7035,DFS,2023-12-31,Pretax Income,3826000000.0
7036,DFS,2023-12-31,Special Income Charges,-17000000.0
7037,DFS,2023-12-31,Other Special Charges,17000000.0
7038,DFS,2023-12-31,Write Off,0.0
7039,DFS,2023-12-31,Gain On Sale Of Security,-9000000.0
7040,DFS,2023-12-31,Selling General And Administration,3598000000.0
7041,DFS,2023-12-31,Selling And Marketing Expense,1164000000.0
7042,DFS,2023-12-31,General And Administrative Expense,2434000000.0
7043,DFS,2023-12-31,Other Gand A,
7044,DFS,2023-12-31,Salaries And Wages,2434000000.0
7045,DFS,2023-12-31,Total Revenue,15860000000.0
7046,DFS,2023-12-31,Operating Revenue,15860000000.0
7047,DFS,2023-12-31,Occupancy And Equipment,89000000.0
7048,DFS,2023-12-31,Professional Expense And Contract Services Expense,1041000000.0
7049,DFS,2023-12-31,Other Non Interest Expense,1271000000.0
7050,DG,2024-01-31,Tax Effect Of Unusual Items,0.0
7051,DG,2024-01-31,Tax Rate For Calcs,0.216
7052,DG,2024-01-31,Normalized EBITDA,3295093000.0
7053,DG,2024-01-31,Net Income From Continuing Operation Net Minority Interest,1661274000.0
7054,DG,2024-01-31,Reconciled Depreciation,848793000.0
7055,DG,2024-01-31,Reconciled Cost Of Revenue,26972585000.0
7056,DG,2024-01-31,EBITDA,3295093000.0
7057,DG,2024-01-31,EBIT,2446300000.0
7058,DG,2024-01-31,Net Interest Income,-326781000.0
7059,DG,2024-01-31,Interest Expense,326781000.0
7060,DG,2024-01-31,Normalized Income,1661274000.0
7061,DG,2024-01-31,Net Income From Continuing And Discontinued Operation,1661274000.0
7062,DG,2024-01-31,Total Expenses,36245309000.0
7063,DG,2024-01-31,Total Operating Income As Reported,2446300000.0
7064,DG,2024-01-31,Diluted Average Shares,219938000.0
7065,DG,2024-01-31,Basic Average Shares,219415000.0
7066,DG,2024-01-31,Diluted EPS,7.55
7067,DG,2024-01-31,Basic EPS,7.57
7068,DG,2024-01-31,Diluted NI Availto Com Stockholders,1661274000.0
7069,DG,2024-01-31,Net Income Common Stockholders,1661274000.0
7070,DG,2024-01-31,Net Income,1661274000.0
7071,DG,2024-01-31,Net Income Including Noncontrolling Interests,1661274000.0
7072,DG,2024-01-31,Net Income Continuous Operations,1661274000.0
7073,DG,2024-01-31,Tax Provision,458245000.0
7074,DG,2024-01-31,Pretax Income,2119519000.0
7075,DG,2024-01-31,Other Income Expense,
7076,DG,2024-01-31,Other Non Operating Income Expenses,
7077,DG,2024-01-31,Net Non Operating Interest Income Expense,-326781000.0
7078,DG,2024-01-31,Interest Expense Non Operating,326781000.0
7079,DG,2024-01-31,Operating Income,2446300000.0
7080,DG,2024-01-31,Operating Expense,9272724000.0
7081,DG,2024-01-31,Selling General And Administration,9272724000.0
7082,DG,2024-01-31,Gross Profit,11719024000.0
7083,DG,2024-01-31,Cost Of Revenue,26972585000.0
7084,DG,2024-01-31,Total Revenue,38691609000.0
7085,DG,2024-01-31,Operating Revenue,38691609000.0
18624,DGX,2023-12-31,Tax Effect Of Unusual Items,0.0
18625,DGX,2023-12-31,Tax Rate For Calcs,0.22
18626,DGX,2023-12-31,Normalized EBITDA,1732000000.0
18627,DGX,2023-12-31,Net Income From Continuing Operation Net Minority Interest,854000000.0
18628,DGX,2023-12-31,Reconciled Depreciation,439000000.0
18629,DGX,2023-12-31,Reconciled Cost Of Revenue,5868000000.0
18630,DGX,2023-12-31,EBITDA,1732000000.0
18631,DGX,2023-12-31,EBIT,1293000000.0
18632,DGX,2023-12-31,Net Interest Income,-152000000.0
18633,DGX,2023-12-31,Interest Expense,163000000.0
18634,DGX,2023-12-31,Interest Income,11000000.0
18635,DGX,2023-12-31,Normalized Income,854000000.0
18636,DGX,2023-12-31,Net Income From Continuing And Discontinued Operation,854000000.0
18637,DGX,2023-12-31,Total Expenses,7990000000.0
18638,DGX,2023-12-31,Total Operating Income As Reported,1262000000.0
18639,DGX,2023-12-31,Diluted Average Shares,113000000.0
18640,DGX,2023-12-31,Basic Average Shares,112000000.0
18641,DGX,2023-12-31,Diluted EPS,7.49
18642,DGX,2023-12-31,Basic EPS,7.59
18643,DGX,2023-12-31,Diluted NI Availto Com Stockholders,850000000.0
18644,DGX,2023-12-31,Net Income Common Stockholders,850000000.0
18645,DGX,2023-12-31,Otherunder Preferred Stock Dividend,4000000.0
18646,DGX,2023-12-31,Net Income,854000000.0
18647,DGX,2023-12-31,Minority Interests,-54000000.0
18648,DGX,2023-12-31,Net Income Including Noncontrolling Interests,908000000.0
18649,DGX,2023-12-31,Net Income Discontinuous Operations,
18650,DGX,2023-12-31,Net Income Continuous Operations,908000000.0
18651,DGX,2023-12-31,Earnings From Equity Interest Net Of Tax,26000000.0
18652,DGX,2023-12-31,Tax Provision,248000000.0
18653,DGX,2023-12-31,Pretax Income,1130000000.0
18654,DGX,2023-12-31,Other Income Expense,20000000.0
18655,DGX,2023-12-31,Other Non Operating Income Expenses,20000000.0
18656,DGX,2023-12-31,Net Non Operating Interest Income Expense,-152000000.0
18657,DGX,2023-12-31,Interest Expense Non Operating,163000000.0
18658,DGX,2023-12-31,Interest Income Non Operating,11000000.0
18659,DGX,2023-12-31,Operating Income,1262000000.0
18660,DGX,2023-12-31,Operating Expense,1791000000.0
18661,DGX,2023-12-31,Other Operating Expenses,41000000.0
18662,DGX,2023-12-31,Depreciation Amortization Depletion Income Statement,108000000.0
18663,DGX,2023-12-31,Depreciation And Amortization In Income Statement,108000000.0
18664,DGX,2023-12-31,Amortization,108000000.0
18665,DGX,2023-12-31,Amortization Of Intangibles Income Statement,108000000.0
18666,DGX,2023-12-31,Selling General And Administration,1642000000.0
18667,DGX,2023-12-31,Gross Profit,3053000000.0
18668,DGX,2023-12-31,Cost Of Revenue,6199000000.0
18669,DGX,2023-12-31,Total Revenue,9252000000.0
18670,DGX,2023-12-31,Operating Revenue,9252000000.0
7326,DHI,2023-09-30,Tax Effect Of Unusual Items,0.0
7327,DHI,2023-09-30,Tax Rate For Calcs,0.241
7328,DHI,2023-09-30,Normalized EBITDA,6193200000.0
7329,DHI,2023-09-30,Total Unusual Items,0.0
7330,DHI,2023-09-30,Total Unusual Items Excluding Goodwill,0.0
7331,DHI,2023-09-30,Net Income From Continuing Operation Net Minority Interest,4745700000.0
7332,DHI,2023-09-30,Reconciled Depreciation,91600000.0
7333,DHI,2023-09-30,Reconciled Cost Of Revenue,26110000000.0
7334,DHI,2023-09-30,EBITDA,6193200000.0
7335,DHI,2023-09-30,EBIT,6101600000.0
7336,DHI,2023-09-30,Normalized Income,4745700000.0
7337,DHI,2023-09-30,Net Income From Continuing And Discontinued Operation,4745700000.0
7338,DHI,2023-09-30,Total Expenses,29358800000.0
7339,DHI,2023-09-30,Diluted Average Shares,343300000.0
7340,DHI,2023-09-30,Basic Average Shares,340700000.0
7341,DHI,2023-09-30,Diluted EPS,13.82
7342,DHI,2023-09-30,Basic EPS,13.93
7343,DHI,2023-09-30,Diluted NI Availto Com Stockholders,4745700000.0
7344,DHI,2023-09-30,Net Income Common Stockholders,4745700000.0
7345,DHI,2023-09-30,Net Income,4745700000.0
7346,DHI,2023-09-30,Minority Interests,-49500000.0
7347,DHI,2023-09-30,Net Income Including Noncontrolling Interests,4795200000.0
7348,DHI,2023-09-30,Net Income Continuous Operations,4795200000.0
7349,DHI,2023-09-30,Tax Provision,1519500000.0
7350,DHI,2023-09-30,Pretax Income,6314700000.0
7351,DHI,2023-09-30,Other Income Expense,213100000.0
7352,DHI,2023-09-30,Other Non Operating Income Expenses,213100000.0
7353,DHI,2023-09-30,Special Income Charges,0.0
7354,DHI,2023-09-30,Gain On Sale Of Ppe,0.0
7355,DHI,2023-09-30,Other Special Charges,
7356,DHI,2023-09-30,Earnings From Equity Interest,
7357,DHI,2023-09-30,Operating Income,6101600000.0
7358,DHI,2023-09-30,Operating Expense,3248800000.0
7359,DHI,2023-09-30,Selling General And Administration,3248800000.0
7360,DHI,2023-09-30,Gross Profit,9350400000.0
7361,DHI,2023-09-30,Cost Of Revenue,26110000000.0
7362,DHI,2023-09-30,Total Revenue,35460400000.0
7363,DHI,2023-09-30,Operating Revenue,35460400000.0
6410,DHR,2023-12-31,Tax Effect Of Unusual Items,-42217000.0
6411,DHR,2023-12-31,Tax Rate For Calcs,0.163
6412,DHR,2023-12-31,Normalized EBITDA,7755000000.0
6413,DHR,2023-12-31,Total Unusual Items,-259000000.0
6414,DHR,2023-12-31,Total Unusual Items Excluding Goodwill,-259000000.0
6415,DHR,2023-12-31,Net Income From Continuing Operation Net Minority Interest,4221000000.0
6416,DHR,2023-12-31,Reconciled Depreciation,2166000000.0
6417,DHR,2023-12-31,Reconciled Cost Of Revenue,9856000000.0
6418,DHR,2023-12-31,EBITDA,7496000000.0
6419,DHR,2023-12-31,EBIT,5330000000.0
6420,DHR,2023-12-31,Net Interest Income,17000000.0
6421,DHR,2023-12-31,Interest Expense,286000000.0
6422,DHR,2023-12-31,Interest Income,303000000.0
6423,DHR,2023-12-31,Normalized Income,4437783000.0
6424,DHR,2023-12-31,Net Income From Continuing And Discontinued Operation,4764000000.0
6425,DHR,2023-12-31,Total Expenses,18611000000.0
6426,DHR,2023-12-31,Total Operating Income As Reported,5202000000.0
6427,DHR,2023-12-31,Diluted Average Shares,743100000.0
6428,DHR,2023-12-31,Basic Average Shares,736500000.0
6429,DHR,2023-12-31,Diluted EPS,6.38
6430,DHR,2023-12-31,Basic EPS,6.44
6431,DHR,2023-12-31,Diluted NI Availto Com Stockholders,4743000000.0
6432,DHR,2023-12-31,Average Dilution Earnings,
6433,DHR,2023-12-31,Net Income Common Stockholders,4743000000.0
6434,DHR,2023-12-31,Preferred Stock Dividends,21000000.0
6435,DHR,2023-12-31,Net Income,4764000000.0
6436,DHR,2023-12-31,Net Income Including Noncontrolling Interests,4764000000.0
6437,DHR,2023-12-31,Net Income Discontinuous Operations,543000000.0
6438,DHR,2023-12-31,Net Income Continuous Operations,4221000000.0
6439,DHR,2023-12-31,Tax Provision,823000000.0
6440,DHR,2023-12-31,Pretax Income,5044000000.0
6441,DHR,2023-12-31,Other Income Expense,-252000000.0
6442,DHR,2023-12-31,Other Non Operating Income Expenses,7000000.0
6443,DHR,2023-12-31,Special Income Charges,-108000000.0
6444,DHR,2023-12-31,Gain On Sale Of Business,0.0
6445,DHR,2023-12-31,Other Special Charges,
6446,DHR,2023-12-31,Write Off,108000000.0
6447,DHR,2023-12-31,Gain On Sale Of Security,-151000000.0
6448,DHR,2023-12-31,Net Non Operating Interest Income Expense,17000000.0
6449,DHR,2023-12-31,Interest Expense Non Operating,286000000.0
6450,DHR,2023-12-31,Interest Income Non Operating,303000000.0
6451,DHR,2023-12-31,Operating Income,5279000000.0
6452,DHR,2023-12-31,Operating Expense,8755000000.0
6453,DHR,2023-12-31,Other Operating Expenses,
6454,DHR,2023-12-31,Research And Development,1503000000.0
6455,DHR,2023-12-31,Selling General And Administration,7252000000.0
6456,DHR,2023-12-31,Gross Profit,14034000000.0
6457,DHR,2023-12-31,Cost Of Revenue,9856000000.0
6458,DHR,2023-12-31,Total Revenue,23890000000.0
6459,DHR,2023-12-31,Operating Revenue,23890000000.0
22901,DIS,2023-09-30,Tax Effect Of Unusual Items,-1075947000.0
22902,DIS,2023-09-30,Tax Rate For Calcs,0.289
22903,DIS,2023-09-30,Normalized EBITDA,15834000000.0
22904,DIS,2023-09-30,Total Unusual Items,-3723000000.0
22905,DIS,2023-09-30,Total Unusual Items Excluding Goodwill,-3723000000.0
22906,DIS,2023-09-30,Net Income From Continuing Operation Net Minority Interest,2354000000.0
22907,DIS,2023-09-30,Reconciled Depreciation,5369000000.0
22908,DIS,2023-09-30,Reconciled Cost Of Revenue,59201000000.0
22909,DIS,2023-09-30,EBITDA,12111000000.0
22910,DIS,2023-09-30,EBIT,6742000000.0
22911,DIS,2023-09-30,Net Interest Income,-1209000000.0
22912,DIS,2023-09-30,Interest Expense,1973000000.0
22913,DIS,2023-09-30,Interest Income,764000000.0
22914,DIS,2023-09-30,Normalized Income,5001053000.0
22915,DIS,2023-09-30,Net Income From Continuing And Discontinued Operation,2354000000.0
22916,DIS,2023-09-30,Total Expenses,79906000000.0
22917,DIS,2023-09-30,Diluted Average Shares,1830000000.0
22918,DIS,2023-09-30,Basic Average Shares,1828000000.0
22919,DIS,2023-09-30,Diluted EPS,1.29
22920,DIS,2023-09-30,Basic EPS,1.29
22921,DIS,2023-09-30,Diluted NI Availto Com Stockholders,2354000000.0
22922,DIS,2023-09-30,Net Income Common Stockholders,2354000000.0
22923,DIS,2023-09-30,Net Income,2354000000.0
22924,DIS,2023-09-30,Minority Interests,-1036000000.0
22925,DIS,2023-09-30,Net Income Including Noncontrolling Interests,3390000000.0
22926,DIS,2023-09-30,Net Income Discontinuous Operations,0.0
22927,DIS,2023-09-30,Net Income Continuous Operations,3390000000.0
22928,DIS,2023-09-30,Tax Provision,1379000000.0
22929,DIS,2023-09-30,Pretax Income,4769000000.0
22930,DIS,2023-09-30,Other Income Expense,-3014000000.0
22931,DIS,2023-09-30,Other Non Operating Income Expenses,-73000000.0
22932,DIS,2023-09-30,Special Income Charges,-3892000000.0
22933,DIS,2023-09-30,Gain On Sale Of Business,
22934,DIS,2023-09-30,Other Special Charges,
22935,DIS,2023-09-30,Restructuring And Mergern Acquisition,3892000000.0
22936,DIS,2023-09-30,Earnings From Equity Interest,782000000.0
22937,DIS,2023-09-30,Gain On Sale Of Security,169000000.0
22938,DIS,2023-09-30,Net Non Operating Interest Income Expense,-1209000000.0
22939,DIS,2023-09-30,Interest Expense Non Operating,1973000000.0
22940,DIS,2023-09-30,Interest Income Non Operating,764000000.0
22941,DIS,2023-09-30,Operating Income,8992000000.0
22942,DIS,2023-09-30,Operating Expense,20705000000.0
22943,DIS,2023-09-30,Depreciation Amortization Depletion Income Statement,5369000000.0
22944,DIS,2023-09-30,Depreciation And Amortization In Income Statement,5369000000.0
22945,DIS,2023-09-30,Selling General And Administration,15336000000.0
22946,DIS,2023-09-30,Gross Profit,29697000000.0
22947,DIS,2023-09-30,Cost Of Revenue,59201000000.0
22948,DIS,2023-09-30,Total Revenue,88898000000.0
22949,DIS,2023-09-30,Operating Revenue,88898000000.0
6955,DLR,2023-12-31,Tax Effect Of Unusual Items,51381941.389485
6956,DLR,2023-12-31,Tax Rate For Calcs,0.073672
6957,DLR,2023-12-31,Normalized EBITDA,2461045000.0
6958,DLR,2023-12-31,Total Unusual Items,697446000.0
6959,DLR,2023-12-31,Total Unusual Items Excluding Goodwill,697446000.0
6960,DLR,2023-12-31,Net Income From Continuing Operation Net Minority Interest,948838000.0
6961,DLR,2023-12-31,Reconciled Depreciation,1694859000.0
6962,DLR,2023-12-31,Reconciled Cost Of Revenue,2598071000.0
6963,DLR,2023-12-31,EBITDA,3158491000.0
6964,DLR,2023-12-31,EBIT,1463632000.0
6965,DLR,2023-12-31,Net Interest Income,-437741000.0
6966,DLR,2023-12-31,Interest Expense,437741000.0
6967,DLR,2023-12-31,Interest Income,
6968,DLR,2023-12-31,Normalized Income,302773941.389485
6969,DLR,2023-12-31,Net Income From Continuing And Discontinued Operation,948838000.0
6970,DLR,2023-12-31,Total Expenses,4749515000.0
6971,DLR,2023-12-31,Total Operating Income As Reported,524461000.0
6972,DLR,2023-12-31,Diluted Average Shares,309065000.0
6973,DLR,2023-12-31,Basic Average Shares,298603000.0
6974,DLR,2023-12-31,Diluted EPS,3.0
6975,DLR,2023-12-31,Basic EPS,3.04
6976,DLR,2023-12-31,Diluted NI Availto Com Stockholders,926207000.0
6977,DLR,2023-12-31,Average Dilution Earnings,18093000.0
6978,DLR,2023-12-31,Net Income Common Stockholders,908114000.0
6979,DLR,2023-12-31,Otherunder Preferred Stock Dividend,0.0
6980,DLR,2023-12-31,Preferred Stock Dividends,40724000.0
6981,DLR,2023-12-31,Net Income,948838000.0
6982,DLR,2023-12-31,Minority Interests,-1474000.0
6983,DLR,2023-12-31,Net Income Including Noncontrolling Interests,950312000.0
6984,DLR,2023-12-31,Net Income Continuous Operations,950312000.0
6985,DLR,2023-12-31,Tax Provision,75579000.0
6986,DLR,2023-12-31,Pretax Income,1025891000.0
6987,DLR,2023-12-31,Other Income Expense,736086000.0
6988,DLR,2023-12-31,Other Non Operating Income Expenses,68431000.0
6989,DLR,2023-12-31,Special Income Charges,-203085000.0
6990,DLR,2023-12-31,Gain On Sale Of Business,
6991,DLR,2023-12-31,Other Special Charges,
6992,DLR,2023-12-31,Write Off,118363000.0
6993,DLR,2023-12-31,Impairment Of Capital Assets,
6994,DLR,2023-12-31,Restructuring And Mergern Acquisition,84722000.0
6995,DLR,2023-12-31,Earnings From Equity Interest,-29791000.0
6996,DLR,2023-12-31,Gain On Sale Of Security,900531000.0
6997,DLR,2023-12-31,Net Non Operating Interest Income Expense,-437741000.0
6998,DLR,2023-12-31,Interest Expense Non Operating,437741000.0
6999,DLR,2023-12-31,Interest Income Non Operating,
7000,DLR,2023-12-31,Operating Income,727546000.0
7001,DLR,2023-12-31,Operating Expense,2151444000.0
7002,DLR,2023-12-31,Other Operating Expenses,7529000.0
7003,DLR,2023-12-31,Depreciation Amortization Depletion Income Statement,1694859000.0
7004,DLR,2023-12-31,Depreciation And Amortization In Income Statement,1694859000.0
7005,DLR,2023-12-31,Selling General And Administration,449056000.0
7006,DLR,2023-12-31,General And Administrative Expense,449056000.0
7007,DLR,2023-12-31,Other Gand A,449056000.0
7008,DLR,2023-12-31,Gross Profit,2878990000.0
7009,DLR,2023-12-31,Cost Of Revenue,2598071000.0
7010,DLR,2023-12-31,Total Revenue,5477061000.0
7011,DLR,2023-12-31,Operating Revenue,5477061000.0
7086,DLTR,2024-01-31,Tax Effect Of Unusual Items,-224490000.0
7087,DLTR,2024-01-31,Tax Rate For Calcs,0.21
7088,DLTR,2024-01-31,Normalized EBITDA,1028100000.0
7089,DLTR,2024-01-31,Total Unusual Items,-1069000000.0
7090,DLTR,2024-01-31,Total Unusual Items Excluding Goodwill,-1069000000.0
7091,DLTR,2024-01-31,Net Income From Continuing Operation Net Minority Interest,-998400000.0
7092,DLTR,2024-01-31,Reconciled Depreciation,841000000.0
7093,DLTR,2024-01-31,Reconciled Cost Of Revenue,21272000000.0
7094,DLTR,2024-01-31,EBITDA,-40900000.0
7095,DLTR,2024-01-31,EBIT,-881900000.0
7096,DLTR,2024-01-31,Net Interest Income,-106800000.0
7097,DLTR,2024-01-31,Interest Expense,106800000.0
7098,DLTR,2024-01-31,Normalized Income,-153890000.0
7099,DLTR,2024-01-31,Net Income From Continuing And Discontinued Operation,-998400000.0
7100,DLTR,2024-01-31,Total Expenses,30416600000.0
7101,DLTR,2024-01-31,Total Operating Income As Reported,-881800000.0
7102,DLTR,2024-01-31,Diluted Average Shares,219500000.0
7103,DLTR,2024-01-31,Basic Average Shares,219500000.0
7104,DLTR,2024-01-31,Diluted EPS,-4.55
7105,DLTR,2024-01-31,Basic EPS,-4.55
7106,DLTR,2024-01-31,Diluted NI Availto Com Stockholders,-998400000.0
7107,DLTR,2024-01-31,Net Income Common Stockholders,-998400000.0
7108,DLTR,2024-01-31,Net Income,-998400000.0
7109,DLTR,2024-01-31,Net Income Including Noncontrolling Interests,-998400000.0
7110,DLTR,2024-01-31,Net Income Continuous Operations,-998400000.0
7111,DLTR,2024-01-31,Tax Provision,9700000.0
7112,DLTR,2024-01-31,Pretax Income,-988700000.0
7113,DLTR,2024-01-31,Other Income Expense,-1069100000.0
7114,DLTR,2024-01-31,Other Non Operating Income Expenses,-100000.0
7115,DLTR,2024-01-31,Special Income Charges,-1069000000.0
7116,DLTR,2024-01-31,Write Off,
7117,DLTR,2024-01-31,Impairment Of Capital Assets,1069000000.0
7118,DLTR,2024-01-31,Net Non Operating Interest Income Expense,-106800000.0
7119,DLTR,2024-01-31,Total Other Finance Cost,
7120,DLTR,2024-01-31,Interest Expense Non Operating,106800000.0
7121,DLTR,2024-01-31,Operating Income,187200000.0
7122,DLTR,2024-01-31,Operating Expense,9144600000.0
7123,DLTR,2024-01-31,Selling General And Administration,9144600000.0
7124,DLTR,2024-01-31,Gross Profit,9331800000.0
7125,DLTR,2024-01-31,Cost Of Revenue,21272000000.0
7126,DLTR,2024-01-31,Total Revenue,30603800000.0
7127,DLTR,2024-01-31,Operating Revenue,30581600000.0
10717,DOC,2023-12-31,Tax Effect Of Unusual Items,15655290.0
10718,DOC,2023-12-31,Tax Rate For Calcs,0.21
10719,DOC,2023-12-31,Normalized EBITDA,1190619000.0
10720,DOC,2023-12-31,Total Unusual Items,74549000.0
10721,DOC,2023-12-31,Total Unusual Items Excluding Goodwill,74549000.0
10722,DOC,2023-12-31,Net Income From Continuing Operation Net Minority Interest,306009000.0
10723,DOC,2023-12-31,Reconciled Depreciation,749901000.0
10724,DOC,2023-12-31,Reconciled Cost Of Revenue,902060000.0
10725,DOC,2023-12-31,EBITDA,1265168000.0
10726,DOC,2023-12-31,EBIT,515267000.0
10727,DOC,2023-12-31,Net Interest Income,-200331000.0
10728,DOC,2023-12-31,Interest Expense,200331000.0
10729,DOC,2023-12-31,Interest Income,
10730,DOC,2023-12-31,Normalized Income,247115290.0
10731,DOC,2023-12-31,Net Income From Continuing And Discontinued Operation,306009000.0
10732,DOC,2023-12-31,Total Expenses,1747093000.0
10733,DOC,2023-12-31,Diluted Average Shares,547275000.0
10734,DOC,2023-12-31,Basic Average Shares,547006000.0
10735,DOC,2023-12-31,Diluted EPS,0.56
10736,DOC,2023-12-31,Basic EPS,0.56
10737,DOC,2023-12-31,Diluted NI Availto Com Stockholders,304284000.0
10738,DOC,2023-12-31,Average Dilution Earnings,
10739,DOC,2023-12-31,Net Income Common Stockholders,304284000.0
10740,DOC,2023-12-31,Otherunder Preferred Stock Dividend,1725000.0
10741,DOC,2023-12-31,Net Income,306009000.0
10742,DOC,2023-12-31,Minority Interests,-28748000.0
10743,DOC,2023-12-31,Net Income Including Noncontrolling Interests,334757000.0
10744,DOC,2023-12-31,Net Income Discontinuous Operations,0.0
10745,DOC,2023-12-31,Net Income Continuous Operations,334757000.0
10746,DOC,2023-12-31,Earnings From Equity Interest Net Of Tax,10204000.0
10747,DOC,2023-12-31,Tax Provision,-9617000.0
10748,DOC,2023-12-31,Pretax Income,314936000.0
10749,DOC,2023-12-31,Other Income Expense,81357000.0
10750,DOC,2023-12-31,Other Non Operating Income Expenses,6808000.0
10751,DOC,2023-12-31,Special Income Charges,-11914000.0
10752,DOC,2023-12-31,Other Special Charges,
10753,DOC,2023-12-31,Write Off,-5601000.0
10754,DOC,2023-12-31,Impairment Of Capital Assets,
10755,DOC,2023-12-31,Restructuring And Mergern Acquisition,17515000.0
10756,DOC,2023-12-31,Gain On Sale Of Security,86463000.0
10757,DOC,2023-12-31,Net Non Operating Interest Income Expense,-200331000.0
10758,DOC,2023-12-31,Total Other Finance Cost,
10759,DOC,2023-12-31,Interest Expense Non Operating,200331000.0
10760,DOC,2023-12-31,Interest Income Non Operating,
10761,DOC,2023-12-31,Operating Income,433910000.0
10762,DOC,2023-12-31,Operating Expense,845033000.0
10763,DOC,2023-12-31,Other Operating Expenses,
10764,DOC,2023-12-31,Depreciation Amortization Depletion Income Statement,749901000.0
10765,DOC,2023-12-31,Depreciation And Amortization In Income Statement,749901000.0
10766,DOC,2023-12-31,Selling General And Administration,95132000.0
10767,DOC,2023-12-31,General And Administrative Expense,95132000.0
10768,DOC,2023-12-31,Other Gand A,95132000.0
10769,DOC,2023-12-31,Gross Profit,1278943000.0
10770,DOC,2023-12-31,Cost Of Revenue,902060000.0
10771,DOC,2023-12-31,Total Revenue,2181003000.0
10772,DOC,2023-12-31,Operating Revenue,2181003000.0
7224,DOV,2023-12-31,Tax Effect Of Unusual Items,0.0
7225,DOV,2023-12-31,Tax Rate For Calcs,0.168
7226,DOV,2023-12-31,Normalized EBITDA,1718774000.0
7227,DOV,2023-12-31,Total Unusual Items,0.0
7228,DOV,2023-12-31,Total Unusual Items Excluding Goodwill,0.0
7229,DOV,2023-12-31,Net Income From Continuing Operation Net Minority Interest,1056828000.0
7230,DOV,2023-12-31,Reconciled Depreciation,317463000.0
7231,DOV,2023-12-31,Reconciled Cost Of Revenue,5353501000.0
7232,DOV,2023-12-31,EBITDA,1718774000.0
7233,DOV,2023-12-31,EBIT,1401311000.0
7234,DOV,2023-12-31,Net Interest Income,-117809000.0
7235,DOV,2023-12-31,Interest Expense,131305000.0
7236,DOV,2023-12-31,Interest Income,13496000.0
7237,DOV,2023-12-31,Normalized Income,1056828000.0
7238,DOV,2023-12-31,Net Income From Continuing And Discontinued Operation,1056828000.0
7239,DOV,2023-12-31,Total Expenses,7071791000.0
7240,DOV,2023-12-31,Total Operating Income As Reported,1366343000.0
7241,DOV,2023-12-31,Diluted Average Shares,140599000.0
7242,DOV,2023-12-31,Basic Average Shares,139848000.0
7243,DOV,2023-12-31,Diluted EPS,7.52
7244,DOV,2023-12-31,Basic EPS,7.56
7245,DOV,2023-12-31,Diluted NI Availto Com Stockholders,1056828000.0
7246,DOV,2023-12-31,Net Income Common Stockholders,1056828000.0
7247,DOV,2023-12-31,Net Income,1056828000.0
7248,DOV,2023-12-31,Net Income Including Noncontrolling Interests,1056828000.0
7249,DOV,2023-12-31,Net Income Discontinuous Operations,
7250,DOV,2023-12-31,Net Income Continuous Operations,1056828000.0
7251,DOV,2023-12-31,Tax Provision,213178000.0
7252,DOV,2023-12-31,Pretax Income,1270006000.0
7253,DOV,2023-12-31,Other Income Expense,21472000.0
7254,DOV,2023-12-31,Other Non Operating Income Expenses,21472000.0
7255,DOV,2023-12-31,Special Income Charges,0.0
7256,DOV,2023-12-31,Gain On Sale Of Ppe,
7257,DOV,2023-12-31,Gain On Sale Of Business,0.0
7258,DOV,2023-12-31,Other Special Charges,
7259,DOV,2023-12-31,Net Non Operating Interest Income Expense,-117809000.0
7260,DOV,2023-12-31,Interest Expense Non Operating,131305000.0
7261,DOV,2023-12-31,Interest Income Non Operating,13496000.0
7262,DOV,2023-12-31,Operating Income,1366343000.0
